"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Ecuador","ECU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4723.5497496915","4980.16448568113","5092.72370078074","5211.9186523126","5444.82575448404","5578.99070747235","5674.71435031845","5915.58632355036","6070.30014401578","5763.76897529819","5857.49602188349","6123.75719042114","6362.49650203443","6549.19622691656","7151.69692844863","7633.47079951575","8075.33299900992","8330.83397706331","8877.78098746324","8835.38664603911","9104.36406319143","9861.50358079158","10304.8889975552","11142.6783620139","11708.6529969655","11071.2947208291","11068.8568481159","11679.4302342769","11885.7454454447","11870.936404006","10924.180121551","11720.6446417049",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3639.37098277213","3714.13986105668","3877.52444591163","3991.88113845981","4145.00596051497","4332.38578730384","4533.01790007344","4760.7228867977","4974.8829400104","5238.50165380783","5581.58759751403","5788.83176247599","5895.00533282634","6075.1451354355","6362.90444843285","6721.25308289183","7260.1180368473","7830.48935149603","8385.94489546111","8663.00247156378","9033.34440514335","9178.85358944855","10506.9681019305","10623.7378888843","10306.9158926043","10890.2417857169","10593.7478005893","10435.9171944662","11041.3868938124","11652.5738007091","12004.1259270733","12706.4044506141",
"Euro area","EMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17004.8449461984","17963.5599733243","18546.0970345306","18778.4784185999","19592.2226081299","20436.8507950522","21069.186884527","21914.2044323139","22959.4523003541","23838.4234605844","25314.7096695923","26494.6497596513","27533.5563919631","27982.7880391095","29077.9037973715","30076.6456661803","32534.0207611155","34418.5522236266","35713.4518421104","34791.5848625571","35771.7939008263","37423.0201126035","37796.5181775811","38983.216319166","39947.0443944817","41035.124820085","43529.898079923","45607.18834579","47536.8256879319","48830.1935773082","47121.9283967763","50757.8510051843",
"Eritrea","ERI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","955.456414712497","1075.95321024002","1292.3000884237","1284.94114533119","1362.14612612943","1477.28528501334","1499.97626229317","1499.54756845757","1462.7410222242","1581.02966245979","1598.41844048938","1523.31502486461","1523.88399823824","1573.08209561323","1578.93833300922","1618.84910743023","1449.06352496892","1476.51524777382","1496.07677946095","1628.75050902937","","","","","","","","","","",
"Spain","ESP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13678.2757043239","14464.0024499122","14858.1450522939","14975.5723298173","15585.507450352","16279.0965733251","16975.1210483621","17912.753584706","19096.6148932205","19954.2902150512","21584.2512044454","22949.1818514072","24371.5988492666","25046.1107003124","26143.6321744545","27606.9340516269","30720.2222055087","32469.5304500615","33263.2723985249","32092.3648208603","31682.7131000557","31867.9732396862","31720.1199986535","32434.0032017704","33525.7406299089","34903.1274779473","37286.2134326488","39528.9253872668","40696.3876815487","41695.1469476327","37754.5686281101","40698.6887016",
"Estonia","EST","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6476.32772150478","6889.81006053367","7979.37772588548","8450.57759846529","8412.06677647343","9421.29142254113","10314.2628230149","11663.2715046648","13132.5807216854","14536.3474111754","16634.8927393745","19345.3147116353","22195.1975941957","22802.3421764634","20477.8524315004","21619.4545478307","24557.2361475947","25996.0467779508","27464.5186781161","28945.4653303277","29175.9259267894","31312.7522996878","33821.93290847","36249.3581462876","37850.0741478592","37644.0038219879","42138.3205770827",
"Ethiopia","ETH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","414.651457526046","381.661247291586","342.288398612716","383.334725080449","390.727908136444","409.691560275838","454.246287205945","461.883772466985","437.338469855253","452.484476165329","476.528464196205","512.520781339025","513.120316650617","497.275623822034","563.508562084278","631.673170550399","701.600498674121","780.532556968826","856.659778813973","912.108359381051","1010.02202703432","1114.04597197907","1191.44062232971","1261.11329988192","1488.62575532765","1630.87746187943","1848.66111635863","1987.96875367138","2116.84825750455","2273.73489564724","2376.6356011465","2547.71681384862",
"European Union","EUU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14817.2215960235","15487.6583632971","15957.2820283769","16199.0183561114","16944.7711400036","17748.6146077136","18344.9227273087","19068.2583810963","19967.9973777425","20745.1289857201","22073.880115788","23167.9664367254","24186.9261130806","24706.2043001804","25863.5270783834","26814.1619458721","29125.0302994307","31032.356556771","32492.2484146813","31815.9441956514","32866.7581893829","34492.6190259071","34963.8792324356","36063.1223456089","37060.9179221608","38218.586790096","40549.404686812","42658.0798348107","44651.5782860673","46060.3373706744","44840.1748666517","48480.4693133667",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2484.22728395542","2497.02106894484","2497.71628849156","2428.48105021394","2268.53158186413","2246.46970195867","2273.22396277365","2381.85576874366","2478.63888639579","2509.71424511605","2662.20673117634","2781.12459984534","2800.9232284999","2743.14270973531","3130.07461258911","3352.26512489526","3603.52375235644","3853.60124197192","4030.66429861566","3985.10320300775","4152.48474260254","4178.65730833474","4392.09369016732","4585.64459927793","4594.11820161583","4391.93490485169","4440.90614490596","4581.34186471209","4727.62317016946","4823.01217046968","4592.30420812633","4766.28863063707",
"Finland","FIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18136.4022978656","17549.9485045531","17261.2267580029","17468.6738770894","18469.0020534551","19576.5681238016","20082.3382341327","21794.4866492782","23576.9460340082","24767.280673451","26784.7064716385","27795.6749302444","28605.1223159604","29051.48643326","31201.734943443","32051.7940038456","34455.1053330327","37838.3401920009","40083.6972699668","37972.270046867","38956.4722165393","40916.8385790274","40873.0953326066","41493.1416470359","41757.4021894413","42497.7049785783","44934.4482077785","47570.133583848","49580.6051952837","50321.5396907229","50937.1607539726","55013.3858590328",
"Fiji","FJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3917.42323096359","3918.45171243583","4241.26852001763","4421.14056907588","4736.21163690195","4947.38572397736","5251.3441799813","5172.21055691881","5237.39411080303","5712.0934426002","5679.52094705688","5861.59028020456","6081.4836973465","6202.11405171091","6641.23702647774","6832.56783916253","7107.58099116847","7176.09574988747","7339.13893957574","7246.21285548311","7518.39329745748","7854.56662555927","8393.2607979997","9036.7683509059","10738.2663948957","11755.0861781429","11999.677660921","12822.0135997922","13629.1721211809","13800.1998708296","11567.5353660698","11380.5694967405",
"France","FRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17700.1291299344","18328.5551851799","18951.4534865501","19195.1278685029","19992.4860774979","20766.089556057","21351.6534863708","22241.8415707111","23356.9238957062","24304.4045284907","26086.8297472746","27485.5918519938","28518.8252206252","28167.2246505423","29055.1663244034","30494.2141075076","32465.0282672857","34118.4072434586","35092.6943078696","34676.0023493408","35901.2081857742","37439.2331426991","37677.7267932587","39521.6969847538","40144.0268283679","40849.9973780501","42924.613626021","44577.0645745394","46537.4740442591","48971.0885451909","46858.2159217522","50541.2593643273",
"Faroe Islands","FRO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1727.56819949514","1883.79480762852","1955.92032489033","2101.21923762063","2079.43049533104","2241.3939724448","2200.68202030396","2096.36408974828","2175.04610369053","2233.34727946491","2390.70477594143","2492.22261360604","2543.90969292987","2639.30578294779","2635.32905147033","2785.91548279206","2886.17339102263","2930.17396464963","2936.64555167786","3010.93020795922","3124.07088688968","3281.54335122509","3270.06433878084","3193.75912975394","3166.36221142138","3332.46476333022","3381.8582444418","3522.28831085137","3597.81188303483","3690.21968050411","3644.97092502149","3642.09539419912",
"Gabon","GAB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11959.5114992413","12769.4030153591","12321.9190255493","12767.9002024319","13175.7028227924","13764.2139192941","14162.8354469568","14856.6956681979","15160.5833377394","13651.869274848","13352.0772238723","13585.2356267981","13402.5027845575","13602.0736356982","13679.3375721078","14076.1962998095","13688.5822073369","14448.8944097361","13792.0299962063","13448.2995472784","14084.5380314089","14863.4623434247","14628.6158794216","14437.7597324564","14721.9011453059","14113.8276706617","13749.8325459881","14478.1303050188","14595.0023399153","15089.0398500515","14664.7109343551","15175.6873376584",
"United Kingdom","GBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17084.5987992373","17413.5926572725","17833.573811586","18666.0429037052","19747.5302943907","20617.4328399473","21968.9288226088","23049.6127188317","23683.5147020119","24463.4963288274","26472.1937143329","27807.1693211993","29062.1238667812","30355.2833801407","32058.4154913466","32747.3540098412","34845.5917720001","35695.2984903994","36863.5847601847","35212.420476946","36576.5865398028","37379.2909657729","38514.0261691783","40218.7472562217","41580.6024876318","42912.8750936201","44635.2995586517","46372.38660351","47573.4880155177","49041.4635475451","46526.9118652819","49675.3046742775",
"Georgia","GEO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5724.60061143511","4636.72099462607","2592.89542047875","1862.26181962394","1730.65632232154","1882.30628548593","2210.23207689079","2565.84448981629","2742.30582380696","2920.20984237248","3100.98840329003","3375.17908940605","3647.99892363929","4159.37620370395","4546.58384535624","5171.5773596561","5866.58887734462","6818.50985032128","7139.01245446264","6984.24764642293","7564.8922574709","8360.29720703065","9826.05275341086","10611.7741169939","11575.547210705","12089.1694050447","12858.4834001898","13589.7073915159","14593.9244791426","15621.8736565619","14731.2005947457","17013.5663210827",
"Ghana","GHA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1575.15084293012","1671.52468841693","1732.41251921191","1814.56773211354","1869.84959351007","1942.20329199092","2021.81978624052","2093.24833285897","2163.4097332193","2235.23856567017","2311.54783513161","2393.65112731971","2471.48222270767","2580.31274806054","2724.26809554338","2897.36751396547","3095.14540406283","3231.66260665711","3503.70945387646","3604.43231274937","3839.88575775856","4362.59288242843","4877.5822138332","5118.24213855469","5376.3088285794","5021.78868729592","4811.5728157153","4929.56795405121","5247.69225822335","5571.56486581219","5551.78680222592","5971.12500879603",
"Gibraltar","GIB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","881.657608071471","898.311891235595","918.775030245046","958.00287399155","987.045879549656","1025.06615636984","1059.92586723541","1110.98043352832","1142.61070951647","1176.05101990779","1208.83367896919","1264.7894718261","1330.04208329379","1342.78467148698","1381.36872759517","1438.63838024491","1470.03047722659","1576.12203622755","1632.9400516431","1585.79151494063","1641.25010626781","1726.18230729126","1772.70493060621","1784.69049911374","1775.50162800354","1789.01845339214","2045.09436781321","2383.57886734224","2530.76863847703","2652.55680042788","2746.73328025897","2900.6689577709",
"Gambia, The","GMB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1428.26507605177","1462.13749721065","1486.16211444676","1512.00539307915","1498.48515212918","1498.32854631459","1514.67460760752","1569.74091557842","1595.49469241264","1671.83754186111","1752.25325562527","1841.95085113477","1759.00527470363","1863.05618772962","1989.54836954395","1945.5836051962","1935.12030950206","1985.71699326614","2084.66489695298","2169.26937292909","2254.05060363352","2049.34900065041","2033.28100144189","1960.5849413212","1874.26266501645","1913.41534731054","1918.69701578381","1927.0399420242","2060.67178303268","2171.23426317803","2154.4856177314","2281.30552640672",
"Guinea-Bissau","GNB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1013.32934514848","1078.53068845442","1083.57341665998","1096.26696619455","1120.66375694174","1164.99155056964","1296.79530815264","1378.50876755351","983.995906098058","989.376829631141","1045.577117963","1069.48305716591","1051.77990648373","1054.06037421892","1086.35276609026","1140.52624531371","1173.62667590864","1213.37130115888","1243.79732527636","1261.09703622198","1301.00435881137","1398.11714311146","1316.16757045201","1324.60821106599","1338.01563292886","1551.03412227647","1697.12904509961","1872.30928139809","1896.12831687729","1970.32227789113","1902.40750459658","2011.94847990013",
"Equatorial Guinea","GNQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","588.162694699126","579.922066485421","770.224006441477","843.666606207577","968.534719078738","1118.76953957759","1826.64662999168","4468.47003914037","5378.46074399735","6589.35714607945","7617.72058387287","12119.4663739963","14024.4904418428","15563.0627819772","21074.6166067043","24249.8704713892","25714.1563516164","29052.4912764444","33261.8694028176","32341.2834055871","28424.5193648843","29556.1131012721","32457.5507821101","30083.8920985237","29197.6917281299","20858.0964445122","17771.5627993416","19617.8447053636","18189.3766895194","16925.7879608535","15961.1138626454","16080.1432631254",
"Greece","GRC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13304.4747520763","14011.6082833819","14321.4078336229","14341.6823890924","14866.273280714","15424.4720857554","16145.4479061179","17155.9351926701","18033.7959681705","18464.7320754725","19516.1972208894","20954.7818531943","22615.9356074635","23896.6057015271","25460.4527360606","25577.5241052346","28549.1517418687","29320.264816923","30856.0118395987","30359.1494613318","27913.0891911748","25671.5160853562","24911.119631324","25986.6503155014","26625.0618096799","26760.3633030256","27511.8010160972","28604.8609402657","29617.5483399732","30356.2663953863","27953.7621274872","31363.8073552226",
"Grenada","GRD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4594.36275911961","4781.22131352155","4787.03962102799","4751.23933206691","4887.00308965329","5052.34174647601","5332.90771627693","5659.01004073676","6356.11930227265","6850.15401035415","7306.11325476621","7285.33867317975","7632.34653353622","8479.67837422759","8589.63394714589","9967.95445280522","9799.74267894398","10610.4261288124","10843.312205941","10121.736703328","10120.4105585492","10330.0878886781","10349.0085771591","10995.5900374092","12039.1609643482","13036.5608185486","13810.3877507994","14869.9825695018","15769.6757559723","16043.4797999894","13896.9827426932","15037.8495447229",
"Greenland","GRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3319.96884424522","3463.39287512453","3617.50542724983","3751.76010229902","3888.38548824553","4065.41710143536","4161.11066580007","4314.64139727207","4474.14523069699","4601.41372712322","4758.24808060095","4860.75066989961","5009.58647766029","5126.23346929034","5314.81560180174","5544.67670718747","5900.851227424","6318.32028813515","6524.60973733199","6474.79693497431","6618.91603119075","6910.87650155221","7204.73293807874","7446.58800936721","7758.49316980639","8194.44068126819","8221.74642722194","8322.21680991504","8671.44337480881","9037.68837623543","8849.71774303031","9806.82822044911",
"Guam","GUM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3032.56667596966","3338.53734595515","3675.06695790514","4057.80679160215","4483.93633715712","4794.58960465384","5257.63185177366","5666.52431700964","5623.0209455177","5860.85744052061","5903.8197788813","6168.28113343198","6331.08530333175","6413.20293695939","6689.52560806232","6771.06158772148","7351.01976643606","8112.34546070431","8439.50565959641","8834.22343165941","9351.78792317124","10092.0824863061","10640.67256082","11198.1601399341","11130.4944719803","11382.2423763029","11479.4620067513","12193.6216799112","12669.8409560528","13361.5732145529","19439.9309798917","24086.9009171257",
"High income","HIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18109.5119989513","18908.0901556824","19621.3689779371","20205.6890300167","21166.8306530575","22102.8953694807","23088.0429663488","24105.6849944018","24909.1845803756","25909.703301634","27545.243771291","28465.9918901554","29398.2911903802","30427.8588074552","32160.6149431915","33741.7964006809","35958.8752667228","37748.3015932564","38758.3922147123","37706.3342945538","39147.0891481064","40806.2557322387","41960.1164803785","43312.6183629986","44446.7227841818","45205.3286159212","46516.0801204845","48405.7394486514","50430.7038036666","51726.3312131103","50466.9324511886","54675.703208748",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18250.0422557148","19778.3407649476","21310.6521596663","22774.0295311058","24115.1195200899","24711.0516876078","25096.0926630927","26608.3151843106","25114.3588221154","25858.5381812287","28221.0414498173","28805.6086281454","29607.7962663466","31176.384039071","34528.1185639445","38075.1558415035","41741.3375273939","45250.1802843166","46818.4945928157","45861.0407889631","49190.6113470682","52277.4664432843","52234.5923178244","53691.8374784984","54781.6471649487","56408.936273748","57225.0899950887","59842.2129961658","62513.9568083126","62103.4276134175","58949.4659538846","65891.6947133713",
"Honduras","HND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010.14693624954","1953.60886129664","2060.84488570502","2184.57906167523","2174.21622916399","2292.35678219391","2312.85770100396","2393.80815958484","2442.30245685651","2394.42107249458","2556.41930398273","2614.06753699051","2683.04728598003","2788.13172474921","2966.63093046337","3167.05995069493","3398.06769164011","3622.03616739365","3763.50326014699","3617.1589038014","3719.19614992612","3863.65134117965","3963.01577747711","4067.28931450265","4368.55568198245","4729.15332160905","5043.87148926827","5447.69879159062","5694.12170092024","5850.5828319154","5303.51449924795","6121.565844251",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086.80588529103","1106.74997041169","1096.48779092345","1101.18414531749","1094.30706602676","1141.8714654154","1190.14109359104","1247.49658509833","1270.547286186","1294.21305085927","1327.36390289046","1375.6866787247","1402.38701745095","1446.6872442597","1525.4975717216","1615.95094485003","1714.8136824757","1807.69845331879","1892.78171830141","1920.26702747301","2005.93369625408","2077.02792315844","2069.74754825877","2154.3076451181","2292.07973254119","2337.04476915663","2420.32018005573","2494.34607608028","2586.45038455288","2669.71417810581","2633.37710835486","2767.49550702624",
"Croatia","HRV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8049.74261875389","8801.82165992035","9534.1765811739","9887.07537727557","9940.03921674532","10668.00990395","11648.5964563617","12774.8276389542","13696.6519957554","14694.3370640754","15455.1120603094","17614.5178947965","19525.1176214844","20978.3417247815","20226.1727061117","20046.529441134","21084.4511057225","21453.1160758153","22141.2788371027","22364.3273047281","23338.5776087439","25268.463187624","27211.8237992446","28903.7260829857","30635.6640418265","29106.5877220387","34314.0184578847",
"Haiti","HTI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2179.48515195912","2249.84512449225","2136.67837529343","2029.16479538746","1790.65634142096","1971.95408782734","2052.65067431006","2105.35094679152","2136.17133463574","2184.85963654185","2213.01488189344","2214.97754458949","2233.84070734052","2316.90643184953","2308.64926598271","2413.68264074885","2489.97904183478","2633.70663532946","2711.12747047856","2843.08508878546","2683.68866152215","2846.88118194415","2801.3504022268","2992.43035062304","3004.28696731953","2934.78503963411","3120.34010827655","3187.78976136778","3273.52131823711","3232.49563033632","3121.14575720839","3153.12702047678",
"Hungary","HUN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8320.83363235585","8252.91122441366","8409.44499327036","8854.26566225433","9187.36459662996","9349.70749876187","9824.84080482495","10398.1021708865","10873.2478627727","11853.1785173624","13207.9221677974","14526.3882629125","15481.3201097675","16272.0058268918","17112.2021738707","18389.4102769846","19099.8517148115","20727.8899694383","20729.783927124","21751.8338392809","23038.8080197669","23275.2318574574","24556.7153473909","25699.7504973846","26806.5952452257","27947.6376911698","29501.1204204706","31913.0746552476","33514.9417935891","33274.3476562091","36752.4965025937",
"IBRD only","IBD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2941.17360869854","3049.56944902896","3136.62004108221","3257.75333346704","3385.32049565969","3556.47684189812","3767.61675917813","3969.71588843958","4002.04305694934","4161.26323868359","4454.26381736427","4671.90305689973","4902.82071486703","5236.24125127871","5736.94933637368","6280.16643193119","7010.88573695652","7756.07453748093","8369.04927642216","8606.64154509326","9289.37882857957","10005.5534139436","10605.2666323693","11082.5090851376","11401.1311072228","11487.8461652642","11903.8168392559","12518.3134295256","13338.9485901009","13939.1944237983","13754.4759072514","15196.5796739095",
"IDA & IBRD total","IBT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2627.66109193281","2719.72285491654","2791.6055279302","2886.95612275517","2986.31560823315","3128.11231340611","3303.81720489883","3468.85023434229","3496.31992024774","3624.46074438572","3862.74285539336","4042.7524607564","4231.84208419254","4503.02913710622","4914.57371182511","5359.26224302456","5948.15750029016","6544.82373501772","7029.008161345","7216.24968229596","7751.03802588212","8306.02488300664","8760.49044043335","9140.96471086712","9409.08411467068","9477.41793238467","9789.95772536005","10253.9148001242","10887.1598447015","11342.8603970742","11165.9332078328","12254.957336976",
"IDA total","IDA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1348.64492047862","1386.30612267634","1411.53378494903","1420.55399290789","1426.16538567158","1472.15939299229","1531.46804196946","1576.01745002886","1607.32810220071","1642.86400458381","1705.96523085166","1778.96467659668","1850.582668181","1935.82803578524","2072.31956674947","2217.42784694499","2370.20392020271","2521.74432879724","2635.96879615401","2718.06290789945","2842.97833696725","2956.36508776362","3023.86026688021","3168.10954248611","3346.56114768321","3426.99496175624","3503.75114529217","3604.754439104","3785.41064998979","3931.86641549185","3893.05962215684","4126.90031148201",
"IDA blend","IDB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2056.78590618311","2114.48905137488","2179.74224223706","2173.49251030519","2187.76539142101","2230.33679737651","2311.64334782483","2333.96061206566","2362.86464564553","2393.22407657051","2474.83757835387","2567.16998797367","2701.51604717772","2834.3565187464","3057.58595923316","3268.63399745964","3485.13303192599","3692.91122017032","3813.71484837045","3945.70236488917","4098.79594839466","4262.12213780991","4341.50448033448","4520.5745209858","4740.472572111","4826.13665605574","4829.80246479036","4909.03524592521","5132.64702333651","5263.21388417794","5151.23597699473","5536.66906998308",
"Indonesia","IDN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3069.98303991471","3330.32508332705","3566.03118758212","3823.25781145027","4130.58019587742","4489.87321084648","4850.37751021428","5083.75793118299","4396.78735103229","4427.11345785717","4681.91945000461","4892.35251531364","5121.33453989866","5399.32870998291","5749.5214513729","6188.85553223505","6643.88072206838","7161.81072803123","7638.00957528571","7941.16633270923","8430.61541737509","9022.72137960157","9645.14919678524","10009.0106984785","10233.985273926","10219.1764136999","10482.6989966051","10941.9209510231","11669.7172790792","12358.2422460634","12146.4067908851","13027.3006076005",
"IDA only","IDX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","991.292797950988","1016.9774483445","1020.96019625182","1039.27766743637","1040.27606252322","1088.15710906253","1135.62107337531","1191.62295872101","1223.70652519627","1261.72585878609","1314.23095557881","1376.17810314234","1415.12099642464","1476.74613265405","1568.77834895611","1680.53087775159","1801.33668358049","1924.36850054076","2035.16842135136","2090.62412518521","2199.90288827237","2286.95204012594","2348.87771388413","2476.07303034384","2635.15173741614","2715.51699745426","2835.2441721798","2951.81588257884","3114.05121633434","3273.04334158578","3274.50521089133","3432.88732645657",
"Isle of Man","IMN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1204.2420585097","1231.9554389214","1301.82412427609","1367.69753566015","1460.11543354171","1572.02144661069","1688.38640732804","1753.08592524327","1847.25669628678","2001.63410705703","2087.22477607328","2197.10940356849","2275.44150645011","2459.95391558817","2680.89808065717","2936.56044321875","3221.6977778036","3510.38877422839","3636.06037100649","3892.53003086871","4215.58082753066","4467.46665450288","4827.94597280073","5016.9287461514","5187.25575926111","5412.33623872893","5778.26961388029","6112.06664986172","6589.9138082177","6887.53834793046","6448.87019636168","7241.98422960577",
"Not classified","INX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13735.7259201573","14391.2683609584","15107.9220284649","15803.2819177282","17002.6335803006","18934.281280962","20475.4614771524","22636.2701781348","25092.5136109768","27041.3474221597","30205.6572262763","32567.2821672353","35222.028724352","36283.1208415968","38733.3496935931","40466.2343515711","44232.3730467878","46773.4866018105","44169.0943411644","41471.0799783739","43203.1200753797","45080.1886960425","46361.463694173","47830.6308878373","51098.2666828245","69028.7727189836","71498.6010072841","77749.2019569363","84555.6348017403","87379.6929656668","93355.5551639302","106351.373546793",
